Unnamed: 0;idsbr;nama_usaha;alamat_usaha;kode_wilayah;kdprov;kdkab;kdkec;kddesa;nmprov;nmkab;nmkec;nmdesa;perusahaan_id;skor_kalo;kegiatan_usaha;rank_nama;rank_alamat;history_ref_profiling_id;skala_usaha;sumber_data;lat;long;latlong_status;gcid;gcs_result;allow_cancel;allow_edit;allow_flagging;latitude_gc;longitude_gc;latlong_status_gc;gc_username;nama_usaha_gc;alamat_usaha_gc;lat_2;long_2;cleaned_nama_usaha;sim_score;is_duplicate;gc_flag_duplikat;match_with;alamat_cek;cleaned_alamat;id_duplikat;kbli2d;nama_usaha_with_alamat_and_kbli;hasilgc;flag_shadow;is_perorangan;is_kurung;status_perusahaan;alamat_cleaned;RT;RW;is_in_perumahan;is_in_pasar;flag_notes;id_rtrw;lat2;long2;is_gced_alltime;;lat_1;long_1;tal_g2;long_g2;latitude;longitude
3915;6395736;MEDIA ENGINEERING CONSULTANT, CV;JL KAPTEN PIERE TENDEAN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Imk2Tk83Tjl6bFdjWGttWWJTZ0ZIYmc9PSIsInZhbHVlIjoiMVoxdXRsbWxsVUx2aEVlR0hEVHZXUT09IiwibWFjIjoiNDFjMDRlZjg0NDk1OWViMzUwNDk2ZDRjNTUxNzExNDE5ZGExYThkZWY2NTM2YjZiM2FiZGYwZGRhNjBjYzc4ZiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: 42101];;;26/10/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;media engineering consultant;0;0;0;;;jl kapten piere tendean;;42;media engineering consultant jl kapten piere tendean kbli42;4;0;1;0;Duplikat;JL KAPTEN PIERE TENDEAN;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
3985;6395823;KRAMA SRIYA INDAH, CV;JL D. I. PANJAITAN, GG BUEN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlRBUHNlVTJhQzJsNXpRZXJpdmhuR0E9PSIsInZhbHVlIjoiQW1PS1czYnR6Zi9ZeTRQRkRpdmh4UT09IiwibWFjIjoiOTcyNDFkNmQyNjhjNTA2MjkyMTY4NjQxN2Y5NTcyYTA0M2ZlZTFhMzI5NjZkYmRhMGJiNWYxODRkNjEwYmY3YSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: 42101];;;01/11/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;krama sriya indah;0;0;0;;;jl d i panjaitan gg buen;;42;krama sriya indah jl d i panjaitan gg buen kbli42;4;0;1;0;Duplikat;JL D I PANJAITAN GG BUEN;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
3992;6395830;MELATI PASIR, CV;JL A. YANI TANAH GROGOT;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Ikx2UjJ2dFJDUnlyY2VWSjVnN2dLSkE9PSIsInZhbHVlIjoic2FaN1lvYnMvNjJDSDczVVR6cHkvZz09IiwibWFjIjoiOWUxNTEzODNlODUxYjFjMDE0M2Q4MjhhMmRhYzVhZWEzZTQ4YzU4ZjM1YzRkYTUwZmQ3Yjc3MGExODNkYTYyNiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: 42];;;28/06/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;melati pasir;0;0;0;;;jl a yani tanah grogot;;42;melati pasir jl a yani tanah grogot kbli42;4;0;1;0;Duplikat;JL A YANI TANAH GROGOT;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4033;6395884;TAPIS BARU, CV;JL GADJAH MADA NO 01 TANAH GROGOT;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjJuVTZkNlBBS3diWm5BdjNZYTcrSVE9PSIsInZhbHVlIjoid0xDakRuOGVlVWhnczJUVmN1cXBZUT09IiwibWFjIjoiODMwMTkxNDJkNjMyOTBhNDhjZTAxNjdhNGRmMzRmMTI3MTBkNjBiNjBlMDFlOTE2NTUzYTg5YTQ4ZTUyMjc5NSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: 41000];;;28/06/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;tapis baru;0;0;0;;;jl gadjah mada no 01 tanah grogot;;41;tapis baru jl gadjah mada no 01 tanah grogot kbli41;4;0;1;0;Duplikat;JL GADJAH MADA NO 01 TANAH GROGOT;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4089;6395896;VENUS, CV;JL NOTO SUNARDI 46 NO 20B;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IndSVmpDdGJvZzljU2RGa1pKRVlMQVE9PSIsInZhbHVlIjoiekhQMTFRK2NjSkxPSXJmY1dGSE1JZz09IiwibWFjIjoiOWUyMzZkNTI4MGVkMmFjMDMzZTQ3ODhhNzIyNjJkMmI5ZjA2OGUwNWEyMGJiMDYzNWI0YmE3ZWE2Mjg5NzE0NiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: 41000];;;01/11/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;venus;0;0;0;;;jl noto sunardi 46 no 20b;;41;venus jl noto sunardi 46 no 20b kbli41;4;0;1;0;Duplikat;JL NOTO SUNARDI 46 NO 20B;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4142;6396076;ELLY  MANDIRI, CV;SONGKA;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlNUOWtzekFlTHhTeUdpTkl0V1NqNVE9PSIsInZhbHVlIjoiQjh2ZTBUcGQ2QjRwTDE2RmhEdTJyZz09IiwibWFjIjoiYzY0NzI1NDA3ZGNmOTM3NWRkMTU1MThiMWMyNzI1NzQ5MWViODRkYzg3MjM0MGFlZDEyMjUyZTU0MWQyNDBiNyIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: -];;;29/11/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;elly mandiri;0;0;0;;;songka;;0;elly mandiri songka kbli00;4;0;1;0;Duplikat;SONGKA;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4199;6396027;CAHAYA NUR, CV;JL SINGAMAULANA GG CEMPAKA;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InNqeFd2dGZDMTFla0dTd21ORnBrNEE9PSIsInZhbHVlIjoiVzk0dnlDNEpTZUIyb2tyd085cnk5dz09IiwibWFjIjoiMDE1MmZlZWQxOTQ1NGE4MWQ1Y2Q3MjJlNzI3OTVmYWI1NjJlNWYwOWY4MjcwMGM3ZjY1YmIyODFjMzVkMTkwOSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: -];;;26/10/2025;UMKM;;-1.911381;116.18831;valid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;cahaya nur;0;0;0;;;jl singamaulana gg cempaka;;0;cahaya nur jl singamaulana gg cempaka kbli00;4;0;1;0;Duplikat;JL SINGAMAULANA GG CEMPAKA;0;0;;;0;6401040004_0_0;;;0;;1;1;0;0;-1.911381;116.18831
4321;6396160;KARYA BARU MANDIRI, PT;JL JENDRAL SUDIRMAN NO 01;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Im9QSXl6YVVCaEdZbG9hbHFZRS90aUE9PSIsInZhbHVlIjoiT1BOYlIzc0R1Z0ZheEJqRXJlRFFYQT09IiwibWFjIjoiYzcxOGNhNGIyMGJjZmVlN2FjZDg5NzllOWYxZjNjNzBmMGZhOTQ4ZjAxZjc1NDNiZThiMGFjMzU2NjZjYzhiNiIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: F, KBLI: 42101]; [Kegiatan Usaha: -, Kategori: -, KBLI: 23957]";;;28/06/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;karya baru mandiri;0;0;0;;;jl jendral sudirman no 01;;42;karya baru mandiri jl jendral sudirman no 01 kbli42;4;0;0;0;Duplikat;JL JENDRAL SUDIRMAN NO 01;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4329;6396168;SENDANG MAS, PT;JL MODANG NO 38;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlJKUy9abjFiOGtmUkNzUWpyRDAxa2c9PSIsInZhbHVlIjoiZ3pxR2VTMWZ5STF4bjl1a29rUFhjQT09IiwibWFjIjoiOGZlMzJiYzNiZmQ0YThkN2YzYzNmZDc3ZDRhYTEzNjA3MTJlMjg0ODE5NDgzNzI1ODZlMjZkYTcwZWJmYTY1YyIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: 42];;;01/11/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;sendang mas;0;0;0;;;jl modang no 38;;42;sendang mas jl modang no 38 kbli42;4;0;0;0;Duplikat;JL MODANG NO 38;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4347;6396189;SRIYA ANUGERAH MANDIRI, PT;JL DI PANJAITAN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjFoWVhRU095VFkwWldDVElLNk1MS1E9PSIsInZhbHVlIjoiN0JFN0JBSGVwa0F4SnZ6L04vRld3UT09IiwibWFjIjoiMmNhMTBkMjNlZjc5YjIwMGEwZGIyMTYwNDUzNmZiMmZhYjIxZTU0ZjNhZTgyYThhYjdkZWFhYTJjOWFhMjA4ZCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: -];;;01/11/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;sriya anugerah mandiri;0;0;0;;;jl di panjaitan;;0;sriya anugerah mandiri jl di panjaitan kbli00;4;0;0;0;Duplikat;JL DI PANJAITAN;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4359;6396202;WINDU TAKA NUSANTARA, PT;JL DI PANJAITAN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InNBTkJiTEpSZkduc0RJVmJnS0VRMkE9PSIsInZhbHVlIjoiUnREa2Z6UFplMDVQblBvZXNNQ1VvUT09IiwibWFjIjoiY2M0NWViYzNlYTYwMmFmY2JhODE4YTE2Y2MzYjYwNDc3M2VmZDY5ZTE5NDg0YjczYzRmMDE1NTM4NjNjODQyMiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: -];;;01/11/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;windu taka nusantara;0;0;0;;;jl di panjaitan;;0;windu taka nusantara jl di panjaitan kbli00;4;0;0;0;Duplikat;JL DI PANJAITAN;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4375;6584948;CV CUMITRA UTAMA TAILOR;JL HASANUDIN RT 13 RW 1;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlplektreTQ5Szg3NTJhWGVhZktHb1E9PSIsInZhbHVlIjoiZWZucUJETnFOQWw2NjBVWGF3V2lDZz09IiwibWFjIjoiNjdlMjdlNzQxNTY3MDY5Yzg1NjM4YjRjOTBkOWFlM2JhZTQwYzAxM2ZiYjRhNzNkYmFkMWZiODU4YTdlMDk5YSIsInRhZyI6IiJ9;;[Kegiatan Usaha: MEMBUAT PAKAIAN (Bahan: KAIN), Kategori: C, KBLI: 14120];;;06/02/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;cumitra utama tailor;0;0;0;;;jl hasanudin rt 13 rw 1;;14;cumitra utama tailor jl hasanudin rt 13 rw 1 kbli14;4;0;1;0;Duplikat;JL HASANUDIN RT 13 RW 1;13;1;;;0;6401040004_13_1;;;0;;0;0;0;0;;
4407;6584980;CV ROYAL 51;JLN PANGERAN MENTERI GG 51 NO 240;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InZsd3dWSXZVY2dLRGlGYm8wNThvNEE9PSIsInZhbHVlIjoidXUvN2R0cGxzZDgxbmJSajM2WlIyZz09IiwibWFjIjoiNGU3NTJkY2Q5N2M2OGFmNzg3ZjM2MWJhN2E4ZDMwOGI1Nzc2NjI3MWRkYTJlMTQ4ZTNkNTQ5Nzk1MWQ5ODkyNSIsInRhZyI6IiJ9;;[Kegiatan Usaha: ROTI ROTI,DESSERT BOLU,KUE KERING (Bahan: TEPUNG,GULA,MINYAK,MENTEGA), Kategori: C,...;;;23/06/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;royal 51;0;0;0;;;jln pangeran menteri gg 51 no 240;;0;royal 51 jln pangeran menteri gg 51 no 240 kbli00;4;0;1;0;Duplikat;JLN PANGERAN MENTERI GG 51 NO 240;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4439;6475855;Toko Emas H. Lukman;RT.05/RW.03;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlhDUTB4L2N4aEJVV0RVc20zYUVXb2c9PSIsInZhbHVlIjoiTVZLMUpraVliSkN1U21xZmMvdXNudz09IiwibWFjIjoiN2NkMzM4ZTUyZjAzNjc5NmZlMmRhNGI0NDNmNGM4ZDRiMTA3NDUwNmM4Nzk3Njk0Nzg3NmMzNmU3YzllZDdlYSIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual: Perhiasan dan Emas Batangan, Kategori: G, KBLI: -];;;05/02/2025;;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;emas h lukman;0;0;0;;;rt 05 rw 03;;0;emas h lukman rt 05 rw 03 kbli00;4;0;1;0;Duplikat;RT05RW03;5;3;;;0;6401040004_5_3;-1.91122;116.196126;0;;0;0;1;1;-1.91122;116.196126
4448;6488219;CV.KARINDU;Jl. Rahmad Gg Al - Faqir RT.010 Tepian Batang Tanah Grogot;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Ii8zR29MMFYwSFY2YzVmaUtBejVlNVE9PSIsInZhbHVlIjoiczVyTUM1SzU1dnplZy9VdlpVdTIrdz09IiwibWFjIjoiMGNhOGRiZmY5NGE3NzgwODkyMzcyNmJkNjJmYTAwODZlNzU2ZmNjMDNkNmNkYzYyNjA4ZWRiYTQ1ZjE1YzIyYiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: -];;;15/12/2025;;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;karindu;0;0;0;;;jl rahmad gg al faqir rt 010 tepian batang tanah grogot;;0;karindu jl rahmad gg al faqir rt 010 tepian batang tanah grogot kbli00;99;0;1;0;Perlu Konfirmasi;Jl Rahmad Gg Al Faqir RT010 Tepian Batang Tanah Grogot;10;0;;;0;6401040004_10_0;;;0;;0;0;0;0;;
4449;6488450;Borneo Kusuma Mandiri;Sultan Abdurahman Rt. 007 Rw. 004 Tanah grogot;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjNNRWhSVWhQaE9UTXZObXJ4MEFrQnc9PSIsInZhbHVlIjoic0hDaTFPRE15clVJR0NZNmJIR0E2dz09IiwibWFjIjoiZjViMzA0NWI0Njg4YjdhNTYxYmQzYmJjZTg5NmQzODk0MzZiZjdiYmQyMmViN2Y2ZmNjZTlmMzk0NTA0ZjFmMyIsInRhZyI6IiJ9;;;;;15/12/2025;;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;borneo kusuma mandiri;0;0;0;;;sultan abdurahman rt 007 rw 004 tanah grogot;;0;borneo kusuma mandiri sultan abdurahman rt 007 rw 004 tanah grogot kbli00;1;0;1;0;Perlu Konfirmasi;Sultan Abdurahman Rt 007 Rw 004 Tanah grogot;7;4;;;0;6401040004_7_4;-1.90348;116.197044;0;;0;0;1;1;-1.90348;116.197044
4450;6488476;CV. NUSANTARA BERJAYA MANDIRI;Jl. Jend. A. Yani, Tanah Grogot, Kab. Paser;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjdEVjZ0LzVleFEySU05M2RxdkpkTXc9PSIsInZhbHVlIjoiU3lOLzdxaERPNGhXNkpCMXh5V3VDUT09IiwibWFjIjoiZjFiNzI5MzNkMGQyOWY5ZDE0YzQyNWJjOTc3M2Y0ZjRlODc2MmEyYWI4YWIwN2U1NTQ3NmQ1NzFmNmRlZTA3MyIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: -];;;15/12/2025;;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;nusantara berjaya mandiri;0;0;0;;;jl jend a yani tanah grogot kab paser;;0;nusantara berjaya mandiri jl jend a yani tanah grogot kab paser kbli00;99;0;1;0;Perlu Konfirmasi;Jl Jend A Yani Tanah Grogot Kab Paser;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4454;6489254;CV. AUDI JAYA;Jl. Ahmad Yani Gang Laos No.133 RT/RW 002/006, Tanah Grogot;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Im9mNGlGeFVuN085c1k4ejRsbXZubkE9PSIsInZhbHVlIjoia3cvYWJEbjhhVWxHaU1xR2lMR1J1dz09IiwibWFjIjoiNWFlNDNlNjQxZWNmMGY0NTMyMDkwM2JlY2E3ZmJjMGM3OTBjMTdmNDZlMWMyNmZlYTZhYzYzMjBkOGVmZTRhMyIsInRhZyI6IiJ9;;;;;15/12/2025;;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;audi jaya;0;0;0;;;jl ahmad yani gang laos no 133 rt rw 002 006 tanah grogot;;0;audi jaya jl ahmad yani gang laos no 133 rt rw 002 006 tanah grogot kbli00;1;0;1;0;Perlu Konfirmasi;Jl Ahmad Yani Gang Laos No133 RTRW 002006 Tanah Grogot;2;6;;;0;6401040004_2_6;-1.90469;116.199542;0;;0;0;1;1;-1.90469;116.199542
4461;6492527;CV BANGUN ALAM PERKASA;JALAN YOS SUDARSO, TANAH GROGOT;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IkxBSGtiTFFjL3oyWUFuUCszOTFBVlE9PSIsInZhbHVlIjoiVkl1Z2RxMitSZjdJQnNIajBEajl2UT09IiwibWFjIjoiM2YwNTEzN2EyMjNmY2E1MGRhODIyMjQ5YzNmMGNjZmY1MjFjMWZkMzIwZGE5MTIxNTU1OTVlMGNhMDJjYTI1OCIsInRhZyI6IiJ9;;[Kegiatan Usaha: Agen Perjalanan, Kategori: N, KBLI: -];;;15/12/2025;;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;bangun alam perkasa;0;0;0;;;jalan yos sudarso tanah grogot;;0;bangun alam perkasa jalan yos sudarso tanah grogot kbli00;99;0;1;0;Perlu Konfirmasi;JALAN YOS SUDARSO TANAH GROGOT;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4471;6615854;CV. RIHLAH JAYA BAROKAH;JL. ANGGREK;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Inp3S0Q3WmlPdWZiYU56ZWNCK3VUNmc9PSIsInZhbHVlIjoiVzhUazNNRTdsRmR1cjl3K1AzMmN6QT09IiwibWFjIjoiOWQ2ZmJlNDI5NDAyYzAyMmQwYThmNTY2ODM5YTZjZGZkYTJhYjEyZGEwOTBiNzdkMDNiNmZjOTMwNjk0NTFlMiIsInRhZyI6IiJ9;;[Kegiatan Usaha: JASA AGEN PERJALANAN TRAVEL, Kategori: N, KBLI: 77100];;;05/02/2025;;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;rihlah jaya barokah;0;0;0;;;jl anggrek;;77;rihlah jaya barokah jl anggrek kbli77;4;0;1;0;Duplikat;JL ANGGREK;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4472;6615855;MA AL - Ihsan Tanah Grogot;JL. SENAKEN, DS. SENAKEN, RT 04;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlNldVcvRGdEWlhpNUw3VnFDYUhKTUE9PSIsInZhbHVlIjoiTVd3dVBUZllzQXBEZlRQUlMwSEtLQT09IiwibWFjIjoiYmZiNGE4ZGY2ZDVmYTcxNTRjOTZkMGIzYTFiZTc2N2FkNGVlYjlhMjY5MTYzNTMzZDQzMjgyOTM0NGRhNDU4YSIsInRhZyI6IiJ9;;[Kegiatan Usaha: Bidang pendidikan MA/SMA, Kategori: P, KBLI: 85321];;;27/06/2025;;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;ma al ihsan tanah grogot;0;0;0;;;jl senaken ds senaken rt 04;;85;ma al ihsan tanah grogot jl senaken ds senaken rt 04 kbli85;4;0;1;0;Duplikat;JL SENAKEN DS SENAKEN RT 04;4;0;;;0;6401040004_4_0;;;0;;0;0;0;0;;
4476;6615859;ALIEF JAYA TRAVEL;JL. Modang;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InNFdjFEcitYeVNYTDdwRUYyKzNzeHc9PSIsInZhbHVlIjoiZSswa24yMks1RzhubTNSNU0rNUpmZz09IiwibWFjIjoiM2I4NTBlNzljMjA5OTUxYzFkOTc0YzQ0NTZiMDgxMDYzZGEzZjA0ZTJjNzYxZWZlOGEyNjZlN2E3YzYyY2Y1OSIsInRhZyI6IiJ9;;[Kegiatan Usaha: Jasa transportasi, Kategori: H, KBLI: 49411];;;05/02/2025;;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;alief jaya travel;0;0;0;;;jl modang;;49;alief jaya travel jl modang kbli49;4;0;1;0;Duplikat;JL Modang;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4481;6619345;KARMINTEN                          ;JL.MUALAWARMAN                     ;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlFCVjVEemd5RnFwUnFOb0E0OFdLWlE9PSIsInZhbHVlIjoiaDBraGZNRmxWeHEvNnp6KzBVdDdpZz09IiwibWFjIjoiNDcyNjU5NTkyZDQ1MWQ2OGMxNjZjNGI0OTAyNTM1ZTUzZWNhYTJlMTExM2RiNDYxMGE3YWZjNjcwZThlOThiNCIsInRhZyI6IiJ9;;[Kegiatan Usaha: KACANG HIJAU                                 , Kategori: G, KBLI: 47211];;;15/12/2025;;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;karminten;0;0;0;;;jl mualawarman;;47;karminten jl mualawarman kbli47;99;0;1;0;Perlu Konfirmasi;JLMUALAWARMAN;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4482;6619663;H. WAWAN;JL. D.I. PANDJAITAN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IndQSUYwanMwT1BjV0hidHR2dkNUT0E9PSIsInZhbHVlIjoiTzlVdTJrM2NVTWZTbUY2bGNnQ1FmZz09IiwibWFjIjoiZjRlZTlkMjIwOGVjMzcyYTI4MDRhOTZkMDliMWVkOGU1OTFjMTU0OTVjNGRhNmViNmQyMTQzNjQ1M2JkNDczYyIsInRhZyI6IiJ9;;[Kegiatan Usaha: BAMBU, Kategori: G, KBLI: 47216];;;15/12/2025;;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;h wawan;0;0;0;;;jl d i pandjaitan;;47;h wawan jl d i pandjaitan kbli47;99;0;1;0;Perlu Konfirmasi;JL DI PANDJAITAN;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4485;6621273;SUMINI                             ;JL.R.SUPRAPTO                      ;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlNvWWlBS3J5M1diT3JDYm44OWR1dVE9PSIsInZhbHVlIjoiY0ZHTWRudVlhL2YrOCtrMlVRdkpTZz09IiwibWFjIjoiMDk5OGU0ZTU3MzZkMzBlNGE2NDhhMWFkMzdiY2E1OTQ1OTI2YzFmYzI3NTIyOGM4MWRhNzQ3ZTg3MmE4N2MwNiIsInRhZyI6IiJ9;;[Kegiatan Usaha: BUAH-BUAHAN                                  , Kategori: G, KBLI: 47212];;;15/12/2025;;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;sumini;0;0;0;;;jl r suprapto;;47;sumini jl r suprapto kbli47;99;0;1;0;Perlu Konfirmasi;JLRSUPRAPTO;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
4488;6621591;BUSTAN                             ;JL. YOS SUDARS0 RT.4               ;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IkN1bVNzT2JiU0h0WUxCbXRQZTFNZ0E9PSIsInZhbHVlIjoiODBERVNYWFlnTDd0cEFWODRhdzNzUT09IiwibWFjIjoiOWJmYTk3MzJhOWYyMDdjOGVmMjg5ZmZmMmU1YmQxMTI2YWFlMjQzNTMwNWMyYmRiNmZjNjk4MzBiNWIyNzkwOSIsInRhZyI6IiJ9;;[Kegiatan Usaha: POHON PALM DAN TANAMAN HIAS                  , Kategori: G, KBLI: 47762];;;15/12/2025;;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;bustan;0;0;0;;;jl yos sudars0 rt 4;;47;bustan jl yos sudars0 rt 4 kbli47;99;0;1;0;Perlu Konfirmasi;JL YOS SUDARS0 RT4;4;0;;;0;6401040004_4_0;;;0;;0;0;0;0;;
4490;6622258;NURFAHMI;JL RA KARTINI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Im5MTGNwNnlVUnF0QUNMQWxPZTg5K3c9PSIsInZhbHVlIjoiOXI3SERXQmNEdXhhNW9jaEk0bVhlZz09IiwibWFjIjoiOTdkZTAzOTdjNTM1YWVkYjZjOTRkZDJmYTEwMWIyY2I3MDM1MDdkZDA4N2NjY2QxNDNiM2UzNTBjZWIxYjZlOCIsInRhZyI6IiJ9;;[Kegiatan Usaha: MIE INSTAN, Kategori: G, KBLI: 47112];;;15/12/2025;;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;nurfahmi;0;0;0;;;jl ra kartini;;47;nurfahmi jl ra kartini kbli47;99;0;1;0;Perlu Konfirmasi;JL RA KARTINI;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
