;"ï»¿""idsbr""";nama_usaha;alamat_usaha;kode_wilayah;kdprov;kdkab;kdkec;kddesa;nmprov;nmkab;nmkec;nmdesa;perusahaan_id;status_perusahaan;skor_kalo;kegiatan_usaha;rank_nama;rank_alamat;history_ref_profiling_id;skala_usaha;sumber_data;latitude;longitude;latlong_status;gcid;gcs_result;allow_cancel;allow_edit;allow_flagging;latitude_gc;longitude_gc;latlong_status_gc;gc_username;nama_usaha_gc;alamat_usaha_gc;cleaned_nama_usaha;cleaned_alamat;sim_score;is_duplicate;gc_flag_duplikat;match_with;alamat_cek;id_duplikat;kbli2d;nama_usaha_with_alamat_and_kbli;hasilgc_recode;flag_shadow;is_perorangan;is_kurung
5787;31011044;TRISNO NIMAN;PERUM KORPRI TAPIS BLOK F3 RT 004;6401040015;64;1;40;15;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TAPIS;eyJpdiI6InQwamlibkFFZEd0SzJLa3pySkt4d0E9PSIsInZhbHVlIjoidTF2RXhCRVlkelFHajJmcWlMR3RMUT09IiwibWFjIjoiYzAzYzJjZWMxNTRmY2EzZjRmYWEwY2IxMTFkZjZlZmY5NGRlNmQwNzlmZjg3YjFiYjEwMmU2MDJkMWQ3ZjQ1ZSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 01262];;;2025-12-15;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;trisno niman;perum korpri tapis blok f3 rt 004;0;0;4;;;;1;trisno niman perum korpri tapis blok f3 rt 004 kbli01;1;0;1;0
5788;26226224;NUR AENI;Pondong Baru;6401050003;64;1;50;3;KALIMANTAN TIMUR;PASER;KUARO;PONDONG BARU;eyJpdiI6IkNVcXh1YnkwSGs1U0VFWmJRb2c5T0E9PSIsInZhbHVlIjoiWTF5Q2tnYkg1YytYRzJhajFHeEE1UT09IiwibWFjIjoiNDRkYTg1YjhhNTI4YjBjOTdjNjg0NGI3MWRhYzFiZTQ3NzA4NGMyMGM4YjFjZmQ1M2M5ZjhmZjZiOTliNzA0MCIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 56103]; [Kegiatan Usaha: Kedai Makanan, Kategori: , KBLI: 561...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;nur aeni;pondong baru;0;0;4;;;;56;nur aeni pondong baru kbli56;1;0;1;0
5789;27775783;RUSNA;MUARA PASIR ;6401040011;64;1;40;11;KALIMANTAN TIMUR;PASER;TANAH GROGOT;MUARA PASIR;eyJpdiI6IlNWcTduQUY3Z2NTTzVJZmUxVUFsMWc9PSIsInZhbHVlIjoiZ0p3MDJ4NXNGOElvUi8yeTQxZUp5dz09IiwibWFjIjoiYzQ4ZWZhMmVhMjE1YWQ5OGZmZmY3ZmJjZjEwODFmM2U5NGNkOTczOGQxYWE2OTBkZWY2MDMwMGRjMzU0MTg3MyIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 35302];;;2025-12-15;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;rusna;muara pasir;0;0;4;;;;35;rusna muara pasir kbli35;1;0;1;0
5790;25784870;FITRI ASTUTI  NINGSIH;Padang Jaya;6401050009;64;1;50;9;KALIMANTAN TIMUR;PASER;KUARO;PADANG JAYA;eyJpdiI6IkNDaXcrV09vcW9kc01sRU05QWJYUGc9PSIsInZhbHVlIjoiZWVudHRteTNjQnhvSktGb0l0b0FyQT09IiwibWFjIjoiYzhkNTYzNWYzNzcyNzgyMGRkZWQ5MWUxOGM0YjY2OWI3ZTAxNzljMTI4MDY0NmM3MzM5M2NhNGU0NjBjOTJhMyIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 01262]; [Kegiatan Usaha: Perkebunan Buah Kelapa Sawit, Katego...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;fitri astuti ningsih;padang jaya;0;0;4;;;;1;fitri astuti ningsih padang jaya kbli01;1;0;1;0
5791;29944983;SINAR;MUARA PASIR;6401040011;64;1;40;11;KALIMANTAN TIMUR;PASER;TANAH GROGOT;MUARA PASIR;eyJpdiI6ImZ5bUJXWlNZdXRZbTIzNnc5cFFSREE9PSIsInZhbHVlIjoiU2FqQUsxc1dINzRZa3lOZkUva2JSZz09IiwibWFjIjoiNzM5NTA0NjJiNDhkYjk2ZGRlMzI2YzI2MWFhOWRiZTQwOWY4MjE3MWY4MWVkNjMyMmQ5ZGNmY2EzZWVhNmQ4MyIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: Aktivitas penatu, Kategori: , KBLI: 96200]; [Kegiatan Usaha: -, Kategori: -, KBLI: ...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;sinar;muara pasir;0;0;4;;;;96;sinar muara pasir kbli96;1;0;1;0
5792;27587646;SUTRISNO;MENDIK BHAKTI RT 001;6401080010;64;1;80;10;KALIMANTAN TIMUR;PASER;LONG KALI;MENDIK BHAKTI;eyJpdiI6IlpOQlo3QWxoWXRaQjNHaUVHY1dtSGc9PSIsInZhbHVlIjoiUkNjV1J6SC9VWTQxUmhwNkFndWFvQT09IiwibWFjIjoiMTBkOTNhMWYyNjczNmI3Nzg1YWZjODlmNzU4ZGIwNjczMTc5ZGRiMjRmNzAwOGY4MmUwZDM4MWNiYjgyMTdjYiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 01262];;;2025-12-15;;OSS - Perorangan;;;invalid;eyJpdiI6IkRQdGlCejdobUVZcHNyd2dxWS9tNkE9PSIsInZhbHVlIjoiQWo2bmFrZnhzV1J4SWxlV3E5UUsrZz09IiwibWFjIjoiYmFjYjE5MTU1ZDkyMmRkNzExZWQ2NzJkMmNkNWJkYzQ3ZTIzYWY1NGZjNzcxN2ZjYTEyNDE1YTI2ZDIwOWVjNCIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-1.44920068;116.2457039;valid;adib.tamtama;;;sutrisno;mendik bhakti rt 001;0;0;4;;;;1;sutrisno mendik bhakti rt 001 kbli01;1;0;1;0
5794;32398263;SARTONO;KERESIK BURA;6401030006;64;1;30;6;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;KERESIK BURA;eyJpdiI6InFNSzJNc1BBN1laK1JWS2RSdUxKbGc9PSIsInZhbHVlIjoiNE9OOGxJajdTS0N3MllNNUtTMW9yQT09IiwibWFjIjoiZmEzN2YxMTM1ZDgzNjFkYjEzODkwZDExZGYxMDVjZTJlNzllYTc0ZWMyODc0NjZmMjc2NTA3ZDMzNjI5YmNiZSIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 01262]; [Kegiatan Usaha: Perkebunan Buah Kelapa Sawit, Katego...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;sartono;keresik bura;0;0;4;;;;1;sartono keresik bura kbli01;1;0;1;0
5795;26424448;Siti aminah;Sungai Terik Rt 002;6401010013;64;1;10;13;KALIMANTAN TIMUR;PASER;BATU SOPANG;SUNGAI TERIK;eyJpdiI6IjBhcUc5S2l2Tm9RMVR0dnpPbXVlYXc9PSIsInZhbHVlIjoiTGt0bFZRQkhMVENHa0lCUTZGcnl6Zz09IiwibWFjIjoiZjgzYTNjNzEyMDE0Y2I0NjU0MWU4NjIyNTJjN2VmMzIxZGIzNGQ0NjJlZWFkNzNmZjQyOWM3NzA1M2E0MDY0MiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 22292];;;2025-12-15;;OSS - Perorangan;;;invalid;eyJpdiI6Imx0c1hFQVpUQ0ZVYTR5d0hvK2FEd0E9PSIsInZhbHVlIjoibXFtUWUzeWI3NkN2NXJEY2ZhOS9xZz09IiwibWFjIjoiY2UxODRiNjA1ZTM5ZWU0NmJhYzkzNzg2ZTU5ZWM1MGY2YWVlMzNlMTY0OTI0ODcyMDRjMzYzMGVlYWQ3ZDY4ZCIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-1.837543333;115.947555;valid;adib.tamtama;;;siti aminah;sungai terik rt 002;0;0;4;;;;22;siti aminah sungai terik rt 002 kbli22;1;0;1;0
5796;26064728;WASRAN;KERANG DAYO RT. 003;6401021009;64;1;21;9;KALIMANTAN TIMUR;PASER;BATU ENGAU;KERANG DAYO;eyJpdiI6IktRa09KQ242Z1c4YzlEdUorZnVGMEE9PSIsInZhbHVlIjoiNlB1cDd3aUpKVG9mVk8zRUhTdE1Rdz09IiwibWFjIjoiZGY2YTEzNGM1MDUxYjM4MzcwNTQ3YjA3NGUzYmQyZDYyZWMxZTJkMmM0NzRjMDc5ZmY1MjcxMzc1ZThhNGI5NyIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: Perdagangan Eceran Gas Elpiji, Kategori: , KBLI: 47772]; [Kegiatan Usaha: -, Katego...";;;2025-11-24;;OSS - Perorangan;;;invalid;eyJpdiI6Ijl0U1JsMWhMQWdELzBwZXJwSG5sa1E9PSIsInZhbHVlIjoiTWRHeGNKdE0xRzJXamUvUFUrYlZ1QT09IiwibWFjIjoiMjg5ZWZhNjk3NzAzNDk3NzViNDM3OWQ3ZGRjMzRkNDVmOTU0MzM0ZmY4YzdlMDQ0OWEzOTdlMTZkNzBlN2IyNCIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-2.29391484;116.0354332;valid;adib.tamtama;;;wasran;kerang dayo rt 003;0;0;4;;;;47;wasran kerang dayo rt 003 kbli47;1;0;1;0
5797;26356750;NORMALINISARI;Jln. Sorongan Pipa Rt. 08 Desa Lombok. (Dibelakang Penginapan Kaganangan) Longikis, Kalimantan Timur, Indonesia;6401060002;64;1;60;2;KALIMANTAN TIMUR;PASER;LONG IKIS;LOMBOK;eyJpdiI6InlMZkhwRldHME1JNUN5WjhSUUkrWmc9PSIsInZhbHVlIjoiWmZQK2NyMlVXMnpjdTMwSEtBaVdHQT09IiwibWFjIjoiYTJkNTMxMjg5YmQ2OGYzYjgzZDM3YjA2MTNiYTViNjE5YTQ1Y2NhZjgxNjVjMWUxNjc5YzcyZWQ2NDU2NGY2ZiIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 47242]; [Kegiatan Usaha: Perdagangan Eceran Roti, Kue Kering,...";;;2025-11-24;;OSS - Perorangan;;;invalid;eyJpdiI6IjJPczJjWGgwS2NvcGZMSHFMODE2L0E9PSIsInZhbHVlIjoiSVpoczFsakJSZmlvSTFBNUpjOFllZz09IiwibWFjIjoiNDQwZjcyMWVjNjk4ZWI0NzJjODFhNjMwNWQzNDIzMGIyNGUxZTRhNzUxZTgzOTlkMzBkNzA3MGRhYzU3Nzg4OCIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-1.612041991;116.1648423;valid;adib.tamtama;;;normalinisari;jln sorongan pipa rt 08 desa lombok dibelakang penginapan kaganangan longikis kalimantan timur indonesia;0;0;4;;;;47;normalinisari jln sorongan pipa rt 08 desa lombok dibelakang penginapan kaganangan longikis kalimantan timur indonesia kbli47;1;0;1;0
5798;27465571;SUTIYAH;MODANG;6401050005;64;1;50;5;KALIMANTAN TIMUR;PASER;KUARO;MODANG;eyJpdiI6ImNycFFPNFpiL2FBZlV2YjVnSkJ4b0E9PSIsInZhbHVlIjoiZTlGU1QyMVMyWjhwMTBJeUcwQUZ3Zz09IiwibWFjIjoiODY3NDQyMDMxZmUyMjkwYWNlNWZmZWE0NGQ3MzA3NjdhNjZhMzc2NmI0NjhmNWZhNzgxYWYzNmFjNmE2YjEwNCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 01262];;;2025-12-15;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;sutiyah;modang;0;0;4;;;;1;sutiyah modang kbli01;1;0;1;0
5799;27288487;SARIFAH;MUARA PASIR;6401040011;64;1;40;11;KALIMANTAN TIMUR;PASER;TANAH GROGOT;MUARA PASIR;eyJpdiI6IjFibGkwR2ZXNGVuenFrMEphNWs2bVE9PSIsInZhbHVlIjoiV3ZNME4rdXY4ZWxWSEdWSHE5YzlPQT09IiwibWFjIjoiNGViM2RjMmYzN2ZkMWJiNzQ0OGE3NWRjYmNlNTY2ODVjMTNlZWY3ZGY4YTY3NjVjYjdiYWE0NmVkZjk1M2JkNCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 96200];;;2025-12-15;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;sarifah;muara pasir;0;0;4;;;;96;sarifah muara pasir kbli96;1;0;1;0
5800;25912270;KURNIAWATI;JANJU RT 002;6401040001;64;1;40;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JANJU;eyJpdiI6InBrT29hY2hPdUVISXMwbGQzeDhNVnc9PSIsInZhbHVlIjoieWlGMkhjeW1HQTB1TUI1aDNZSVppUT09IiwibWFjIjoiYTUzNGYwMjViMTU0YzU1MWExOTJjN2JlMWMyMzZhOWQyMzQ4M2M2ZWE5ZDQ4MjIwN2I2ODUzODdjN2I5MjJhMCIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 56102]; [Kegiatan Usaha: Rumah/Warung Makan, Kategori: , KBLI...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;kurniawati;janju rt 002;0;0;4;;;;56;kurniawati janju rt 002 kbli56;1;0;1;0
5801;26328401;KARJIYEM;MODANG;6401050005;64;1;50;5;KALIMANTAN TIMUR;PASER;KUARO;MODANG;eyJpdiI6InRCd0sreG9HbEROZ3lwK2d6eForeEE9PSIsInZhbHVlIjoiVElFZEdSeWZlSS9ubEhRVGIzRHBSQT09IiwibWFjIjoiYzQ2OWQ5ZGVmYzQ4NDc4ZThlNjliMDJmNTAwOWFhODM2ODdkOTYxOGNiOGIxZWVkNmZkZTE3NDJmZmU3ZThmMyIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: Perkebunan Buah Kelapa Sawit, Kategori: , KBLI: 01262]; [Kegiatan Usaha: -, Kategor...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;karjiyem;modang;0;0;4;;;;1;karjiyem modang kbli01;1;0;1;0
5802;31777439;SARMI;Padang Jaya;6401050009;64;1;50;9;KALIMANTAN TIMUR;PASER;KUARO;PADANG JAYA;eyJpdiI6Ik5aZ1RQUjNWYUVUcjBZbkhnZDBxMlE9PSIsInZhbHVlIjoibGI2aEhySS9jbTduZHluMFJ0dUFaUT09IiwibWFjIjoiOTgyNWI1MTFiNWU4M2MxZGQxNmE2YWJiZWM1YzA0Y2I1OTYyY2FmZmIyYTFkYjI4NDc3N2M5MzM0MTZjNDU2OSIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 01262]; [Kegiatan Usaha: Perkebunan Buah Kelapa Sawit, Katego...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;sarmi;padang jaya;0;0;4;;;;1;sarmi padang jaya kbli01;1;0;1;0
5803;30583515;IJAK;KERSIK BURA;6401030006;64;1;30;6;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;KERESIK BURA;eyJpdiI6IlVEeE12WXgxTXMyTkZwWlVGa1FhS3c9PSIsInZhbHVlIjoibnhJdTN3YWEvVTFxbGxkSndrcTRsZz09IiwibWFjIjoiNTlhNTk4NTQwMzhjYTQzZDE2MzNjNzIxY2EwM2E0Y2YxZmY3MzA1YTE5OGIxNzY1NDQwMjNhZjA3MzAwMjJkOSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 03259];;;2025-12-15;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;ijak;kersik bura;0;0;4;;;;3;ijak kersik bura kbli03;1;0;1;0
5805;29926939;SRI LESTARI;JL. JEND SUDIRMAN;6401050009;64;1;50;9;KALIMANTAN TIMUR;PASER;KUARO;PADANG JAYA;eyJpdiI6ImxMUXZCTmhUeUhueXN3MnBYMFdlNEE9PSIsInZhbHVlIjoiOUNmZHZheXpPWWIvOWlUclM1RG5lQT09IiwibWFjIjoiMzZlMGQzYjZhOTY5Nzg0OGEyYTI0MmM4ZjM5ZjQ5OGM5OTRlOTU4OGY5YzY5NGRhNmUwYzQ2M2NkMDM5YjMzZCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 01262];;;2025-12-15;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;sri lestari;jl jend sudirman;0;0;4;;;;1;sri lestari jl jend sudirman kbli01;1;0;1;0
5806;31167526;FAUZIYYATUL 'IFFAH;PERUM KORPRI TAPIS B14 NO 4 PASER;6401040015;64;1;40;15;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TAPIS;eyJpdiI6InpudWw1UnZaZ3Y5TTJ0ZmdQNjExYVE9PSIsInZhbHVlIjoiUXNlNE5kWmhydHBBaEk0eURscGdaQT09IiwibWFjIjoiN2FkMDZlNTgzNjllYzY3ODlhYzY5MjA3NTQ1YjljOWI3NWZjMDNlZmEwNjJmM2VhOWZkODkwYWM3OGI0MGE5NyIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 10794]; [Kegiatan Usaha: Industri Kerupuk, Keripik, Peyek Dan...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;fauziyyatul iffah;perum korpri tapis b14 no 4 paser;0;0;4;;;;10;fauziyyatul iffah perum korpri tapis b14 no 4 paser kbli10;1;0;1;0
5807;30763375;HASANUDDIN;PEPARA;6401040006;64;1;40;6;KALIMANTAN TIMUR;PASER;TANAH GROGOT;PEPARA;eyJpdiI6IlJUOW5uZmlNRlppMUVzMXJTL0hkQUE9PSIsInZhbHVlIjoiL0gwcnhyTGZPQTZhaThxWnNDVVBFZz09IiwibWFjIjoiZWI4MDlkN2RiZGIwNzg3ZWY0ZTJiYjFiODRlZTgwZWEyMDMwZGU5NWQ5MjQ1YjU3YmI5MDZmZDgxODIyMmZjMSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 96112];;;2025-12-15;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;hasanuddin;pepara;0;0;4;;;;96;hasanuddin pepara kbli96;1;0;1;0
5808;25785204;IRMAN EFENDI;Padang Jaya;6401050009;64;1;50;9;KALIMANTAN TIMUR;PASER;KUARO;PADANG JAYA;eyJpdiI6IlpHSW55VWtMbU5ENVhRc3N1MUEySlE9PSIsInZhbHVlIjoiZWFiOXZrSFVKZkNSVTdMOWxYWW5Gdz09IiwibWFjIjoiZDcwYjE3NzA5YTJhYjZlMzk3Mjk2MzhlMTQ2ODM3YzI5NTM5OGEwYzc2NTJjMDM4NWYwZmJlNjY4MGFjNjhkMiIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 01262]; [Kegiatan Usaha: Perkebunan Buah Kelapa Sawit, Katego...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;irman efendi;padang jaya;0;0;4;;;;1;irman efendi padang jaya kbli01;1;0;1;0
5809;32404659;MUHAMMAD HENDRI;KERANG DAYO;6401021009;64;1;21;9;KALIMANTAN TIMUR;PASER;BATU ENGAU;KERANG DAYO;eyJpdiI6IkJMeVNXVXNZdEt2ZmxucTB5c3BmdVE9PSIsInZhbHVlIjoicS9qZHJCTjJ4dWFTbGMreUt6UUtwdz09IiwibWFjIjoiNDc0OTExNGExMDk1ZGIxYTJlNjI1NmJlNzhmZDRlNDhkYzQyOGE0ZWQ2MzE1NjQ1MzhlMGNkYzYwMDk1NTExMSIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 01262]; [Kegiatan Usaha: Perkebunan Buah Kelapa Sawit, Katego...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;muhammad hendri;kerang dayo;0;0;4;;;;1;muhammad hendri kerang dayo kbli01;1;0;1;0
5810;32116145;RABIYAH;DESA BELIMBING RT 002;6401060022;64;1;60;22;KALIMANTAN TIMUR;PASER;LONG IKIS;BELIMBING;eyJpdiI6InFQYk1xd3IzeEttcHZCRnVUWkdPaUE9PSIsInZhbHVlIjoidTZTYnQwM1hJR25VMTJIcTRidWY0UT09IiwibWFjIjoiZTFlYzQyY2FlNjgxNGY0MTQ1Y2M1MWVjMzBlMmU4MGUyMjljOTI1NTZmN2QxNzUwYmU2MDEzYWJkMTBmMGRlOSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 56304];;;2025-12-15;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;rabiyah;desa belimbing rt 002;0;0;4;;;;56;rabiyah desa belimbing rt 002 kbli56;1;0;1;0
5811;29587869;HUSEN;SENIUNG JAYA;6401030008;64;1;30;8;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;SENIUNG JAYA;eyJpdiI6IkhtSkNCOUxyTmJpYXlOcW5iMENsTEE9PSIsInZhbHVlIjoiL1pJa2sxR2crZnI1bFRyT25FSzgwUT09IiwibWFjIjoiYWJlY2UwZTgxYmMwN2M5MDIwOTY3Zjc1NDA1NTNkMmQ5YzM0NjQyZjQ5Nzg2YjYxZTgwYzdmNzBmNWNhNjllYSIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 01262]; [Kegiatan Usaha: Perkebunan Buah Kelapa Sawit, Katego...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;husen;seniung jaya;0;0;4;;;;1;husen seniung jaya kbli01;1;0;1;0
5812;28615194;ADE IRMA;SUNGAI TUAK;6401040007;64;1;40;7;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SUNGAI TUAK;eyJpdiI6IjRCb0s0RFo0ek5jOWJjbnhxemdxeGc9PSIsInZhbHVlIjoiMCtpY1hueE9nV0p5NXMzNkEwUkJrZz09IiwibWFjIjoiYTVkMTM0Yzg2M2E3YTllMjM5ZGI1MjY4YmJhM2VkZmNlODExYjkyMTdkZjE3OThlZThjNDYyZWRhZDczZjNhOCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 78300];;;2025-12-15;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;ade irma;sungai tuak;0;0;4;;;;78;ade irma sungai tuak kbli78;1;0;1;0
5813;26493983;SALIMI;Lombok RT 03;6401060002;64;1;60;2;KALIMANTAN TIMUR;PASER;LONG IKIS;LOMBOK;eyJpdiI6ImpuV0pWeU1IMjlzTEFjMS9jTHFBOFE9PSIsInZhbHVlIjoiUWhPc0YvNGRndjRqRzRrMzV0bklDdz09IiwibWFjIjoiZmUwOTM0ZDAwY2E4NzhlOTA5Nzk3ZmU4MzY1YzgwZTAyM2Y5MjM4NWM1OTZjMTlhZDE2YjUwZjhlZGQ0NDk1OCIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 47711]; [Kegiatan Usaha: Perdagangan Eceran Pakaian, Kategori...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;salimi;lombok rt 03;0;0;4;;;;47;salimi lombok rt 03 kbli47;1;0;1;0
5814;26394461;LINDA;MENDIK BHAKTI;6401080010;64;1;80;10;KALIMANTAN TIMUR;PASER;LONG KALI;MENDIK BHAKTI;eyJpdiI6Ikl6OTdXdlJldjNBdGRLeXNTdWtXa0E9PSIsInZhbHVlIjoiN0QwOTJ4a1B3UGVMVzE3U0ZBdTQ3QT09IiwibWFjIjoiODQ1ZTYxMDNkNWU5ODBhMTdkZmNiY2Y0ZmYyNDdjNGRhYzNiMWUwYjRlNWYyNWU3OTJmMDk1ZGQ5ZWUwM2M2YyIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 47112]; [Kegiatan Usaha: Perdagangan Eceran Berbagai Macam Ba...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;linda;mendik bhakti;0;0;4;;;;47;linda mendik bhakti kbli47;1;0;1;0
5815;27692427;KADIR;TANJUNG ARU;6401022002;64;1;22;2;KALIMANTAN TIMUR;PASER;TANJUNG HARAPAN;TANJUNG ARU;eyJpdiI6Ik8xOXVydHlacFF6a0FWK0swOS9FVUE9PSIsInZhbHVlIjoicGdjUzIrZURpY3Z4TEZsNk9saHF4UT09IiwibWFjIjoiYWI5NTE2ZDVjNDZmNjk1ZjY4M2Y0YWI0MDkzZWFjMjI0ZTM5NjQ0MzBjMTRiMjMwZDRhODJlZTZkNGJkYmE5MSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 03112];;;2025-12-15;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;kadir;tanjung aru;0;0;4;;;;3;kadir tanjung aru kbli03;1;0;1;0
5816;26436149;ASMAUL LUTFI LESTARI;Mendik RT 003;6401080008;64;1;80;8;KALIMANTAN TIMUR;PASER;LONG KALI;MENDIK;eyJpdiI6Ik9BdFpoR0owZ0xRaUQvS2x6VjhVd1E9PSIsInZhbHVlIjoiMkdLR092UkJOWm1na28xWFZHRVRSUT09IiwibWFjIjoiNDA0ZmJjMDZhMDJhZGJlOGQ0ZWZkYjdmOWEzODIxODA0M2Y2YzJmYTJiOWQzZWFkMTViZTNlYWU2MThmNjJlNyIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 10794]; [Kegiatan Usaha: -, Kategori: -, KBLI: 10793]; [Kegia...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;asmaul lutfi lestari;mendik rt 003;0;0;4;;;;10;asmaul lutfi lestari mendik rt 003 kbli10;1;0;1;0
5817;26659144;MARTI;LEGAI;6401010012;64;1;10;12;KALIMANTAN TIMUR;PASER;BATU SOPANG;LEGAI;eyJpdiI6IlJFaTRHVXF0d3kwcHhqWFpYOElkQVE9PSIsInZhbHVlIjoiUXU5eEViL0F5YUhWWDlhb2swaHhPQT09IiwibWFjIjoiMzQ2NWQ5NTU2M2Y4NzEyOWY3MmMxMTExNzQ5NmNkNWRhNWE0NmJmZWZhNGM0N2E5NTdiYWJhOTc0NmJjNzc2OCIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 47112]; [Kegiatan Usaha: Perdagangan Eceran Berbagai Macam Ba...";;;2025-11-24;;OSS - Perorangan;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;marti;legai;0;0;4;;;;47;marti legai kbli47;1;0;1;0
