"idsbr";"nama_usaha";"alamat_usaha";"kode_wilayah";"kdprov";"kdkab";"kdkec";"kddesa";"nmprov";"nmkab";"nmkec";"nmdesa";"perusahaan_id";"status_perusahaan";"skor_kalo";"kegiatan_usaha";"rank_nama";"rank_alamat";"history_ref_profiling_id";"skala_usaha";"sumber_data";"latitude";"longitude";"latlong_status";"gcid";"gcs_result";"allow_cancel";"allow_edit";"allow_flagging";"latitude_gc";"longitude_gc";"latlong_status_gc";"gc_username";"nama_usaha_gc";"alamat_usaha_gc"
"26765950";"ABDUL HADI";"MUARA KOMAM";"6401070002";"64";"01";"070";"002";"KALIMANTAN TIMUR";"PASER";"MUARA KOMAM";"MUARA KOMAM";"eyJpdiI6ImZ3SmFVUzRoN09CTGwxZXI5N2FMalE9PSIsInZhbHVlIjoiZExzMFlPNFVtUXJZdWFqbTEzOTF4UT09IiwibWFjIjoiNTJiZWU5MmZiNTI2NzViNjZhZGQxYzcwMGU3YjU3ZmYyOTliNmVhNDlmYWZhY2VhMjM2ZThkYjUwNjcwNzA2MSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: Perkebunan Buah Kelapa Sawit, Kategori: , KBLI: 01262]; [Kegiatan Usaha: -, Kategor...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"26542375";"M. YUSUF";"Jl. Negara RT. 007";"6401030007";"64";"01";"030";"007";"KALIMANTAN TIMUR";"PASER";"PASIR BELENGKONG";"PASIR BELENGKONG";"eyJpdiI6IjViSTZ4QUhKbVZSWTAwcjhZMGh6OVE9PSIsInZhbHVlIjoiV2xxZitRaW9KemdBTWo1TWROMEIxZz09IiwibWFjIjoiMjI2NTE5YzUyYmFhYWUzZGIyYTYxODc4YTJhZjIzMTA2MjNhMmI2YmEwMDEyNjMyYmFlZDRjZTQ2MzI1ZGRlYyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 45201]; [Kegiatan Usaha: -, Kategori: -, KBLI: 47528]; [Kegia...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6IitBSnFGeGtUK01SVVF1Z1d5b2h0R0E9PSIsInZhbHVlIjoiTUNJYXJwNk5UOGVlc1lMb3BsN3lmUT09IiwibWFjIjoiZDNjOWEwOGUyNDQwZTM0Mzk1ZTJjMjJiYmRiOTdhYTczMjAyNzc3ZDVkYjFkNTQxZjliM2EzZDk0NmVjZGRlMyIsInRhZyI6IiJ9";"1";"False";"False";"False";"-195.200.088";"11.621.139.905";"invalid";"adib.tamtama";"";""
"27057413";"SATINAH";"RT. 05";"6401021003";"64";"01";"021";"003";"KALIMANTAN TIMUR";"PASER";"BATU ENGAU";"MENGKUDU";"eyJpdiI6IllqY0M1ZVFEaDQ3S2c3YXFHU0lzd1E9PSIsInZhbHVlIjoiaHB4SG1aK05vNnl5aDVaMllVL2lYUT09IiwibWFjIjoiMDI0MmY0ZDE2OTJmMGQzZmM5ZWY4NjdjYTNlYzgxMTlhMjVlZTM3MzlkZGIwNTM2N2M0ZDBiYzQ5Y2NlNDI0MiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 01262]; [Kegiatan Usaha: Perkebunan Buah Kelapa Sawit, Katego...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6Ik14Y2FNQzhvU1VnckFpcnVzeTZoUmc9PSIsInZhbHVlIjoiZFRESzREMEFrMHRDSzdqanRNZGw4Zz09IiwibWFjIjoiNzQ4ZDAxNjQ3ZTgwZmVmMDlmYTJhMTdmMGEzOWI4ZjBiOGMxNmJlNzQzNGMxMWU1Mzg5MjM3ODc3OGVmMzU2YSIsInRhZyI6IiJ9";"1";"False";"False";"False";"-228.235.333.333.333";"116.158.111.666.667";"invalid";"adib.tamtama";"";""
"32117038";"BUNGA HANAWATI";"MUARA PASIR";"6401040011";"64";"01";"040";"011";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"MUARA PASIR";"eyJpdiI6IkRScWYwZGpYQ3hpOUVEbENSM2QrQmc9PSIsInZhbHVlIjoiRkFtd3RNWjUrdWJSYUg1Mng4blJqdz09IiwibWFjIjoiODUxZDMzODkwMzczZGJmNTA1NDg4MTZhNTY1MThhMjI1ZjlkYWI4NmU5MzIyMDM1OTUwOWI2MzY4NDViNzRjYiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 35302]; [Kegiatan Usaha: Produksi Es, Kategori: , KBLI: 35302...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"26424499";"Sri susanti";"Muara Komam Rt 013 Rw 004 No 13";"6401070002";"64";"01";"070";"002";"KALIMANTAN TIMUR";"PASER";"MUARA KOMAM";"MUARA KOMAM";"eyJpdiI6IkZoYWZkVEtiTFVXZDZHTVN5ME9YVlE9PSIsInZhbHVlIjoiQUVKK2puQnl4czFzVXgycmNnNDIxZz09IiwibWFjIjoiNDlhMjIxMTQwOWZkNDAzNDg0MWJjNDk3YjAzM2VhOGY2ODk0ZDRhMzVlODdmNGVmYTM4ZTEyZTBkN2RlMTE0YyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 10799]; [Kegiatan Usaha: Industri Produk Makanan Lainnya, Kat...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6IlpYaTBEL3FiUjIyRFdkR0NvMlVlMlE9PSIsInZhbHVlIjoiWDBRbHZDcE5mMkxxWnU3RlZSMkc0QT09IiwibWFjIjoiNjY2Njk3MjFkMmVmNTRkYTMwZDMwYWI3YTJiZjA0ZjNlZTFjZWMzMmVlOGYzZjVmMGMwMTBhNTcyOTQwYjlkMyIsInRhZyI6IiJ9";"1";"False";"False";"False";"-1.6717415";"115.81770678";"valid";"hairuddin";"";""
"25893268";"ROMLAH";"Muara Komam RT.006 /003";"6401070002";"64";"01";"070";"002";"KALIMANTAN TIMUR";"PASER";"MUARA KOMAM";"MUARA KOMAM";"eyJpdiI6Inl3Um1QNmtVSDZMYVphcVRRcDRnS1E9PSIsInZhbHVlIjoibTJRbWloMGVJOVpyY1BmWEtUVDdyZz09IiwibWFjIjoiN2U4ZmI5NTBmMzAxMjI2Njk2YTdmMzA5MGMyZTA0NjU0ZjJiODc3ODhjNzYxMGViMGFlY2NmZjEyNDMxNDdlYyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: Rumah/Warung Makan, Kategori: , KBLI: 56102]; [Kegiatan Usaha: -, Kategori: -, KBLI...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6Ikl2QkNYU1Z1VExsM2NxQXNoblo4M3c9PSIsInZhbHVlIjoiVURTOFJkZ0dBT2pSdUtMemFkUSttQT09IiwibWFjIjoiNWJmYjM2NGMwZTI4M2NmZGQxMWVmNWZjMDIxNTNmZmJlMDYzMTMzMTQzNDkyNjI0MzVjNGU2YWI4OTE2ZDQwYyIsInRhZyI6IiJ9";"1";"False";"False";"False";"-1.679165";"115.814578333333";"valid";"hairuddin";"";""
"26659142";"NUR LELA ELA";"samuranggau";"6401010009";"64";"01";"010";"009";"KALIMANTAN TIMUR";"PASER";"BATU SOPANG";"SAMURANGAU";"eyJpdiI6Ijl4L3lIQTZRSmlCUzA1enY2YnRld3c9PSIsInZhbHVlIjoia3BOamhwRHFyYVpPaTI4UWM0emJ4QT09IiwibWFjIjoiZTlkNDhiNDRkNzZmZjUyYTc1YzA4MGIxZDJkZTVkOWY5N2EzM2YxMDdjNzg2MDMxZDhhMmZkZjczZTk3ODVlNCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 56304]; [Kegiatan Usaha: Kedai Minuman, Kategori: , KBLI: 563...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"26307308";"DEWI RATNAWATI";"(Bakaran Fais) Pasar Lama RT.002";"6401060004";"64";"01";"060";"004";"KALIMANTAN TIMUR";"PASER";"LONG IKIS";"PAIT";"eyJpdiI6Imt5RnJ5Wkh6eXJIKzkyUi9ZNEpLQ3c9PSIsInZhbHVlIjoiY2o3a3NnUlZ1M1YxTXJXdjJoNEQ0UT09IiwibWFjIjoiNjM3MGFhZDU0NGY0YmNhZGNiNjNmZmRmMzFiNWZmZmI2OTg5YjNlNTQxYzA3NWFjMWYxZDViMmJiNTIwMWQ2YiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: Rumah/Warung Makan, Kategori: , KBLI: 56102]; [Kegiatan Usaha: -, Kategori: -, KBLI...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6Ik9NTG5RVVZqZERIUi8rRTNJc0JKb0E9PSIsInZhbHVlIjoiTG9WajVwNlRDQldWSy9CS1NIUnZJQT09IiwibWFjIjoiNGYwMzdmMTc4MzgyMGExN2ZlMTdiMDMyY2M5ZDc5ZWY1ZDAwMWM4ODY3ZWE1NmM0NjRkNDZmMzIwYTE5OTZkZiIsInRhZyI6IiJ9";"1";"False";"False";"False";"-1.60124833333333";"116.169303333333";"valid";"hairuddin";"";""
"27056507";"NANDANG";"DESA KERTA BUMI";"6401050008";"64";"01";"050";"008";"KALIMANTAN TIMUR";"PASER";"KUARO";"KERTA BUMI";"eyJpdiI6IlY0M04remV5RHEyWjZKR3lEODJDemc9PSIsInZhbHVlIjoiYTVtL205VmFvcDhyOWZkdnhxWFhQZz09IiwibWFjIjoiZjY1NDIwOTgzZTUzMTFiNDAyYmYwMWI5YTc5NmYxMDkwMjAyYTRiOTE4N2U2ODU4ZWM2NmFiODU5NjExODQ2OCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 01262]; [Kegiatan Usaha: Perkebunan Buah Kelapa Sawit, Katego...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"26087536";"HARIPAH";"RIWANG RT.001";"6401021006";"64";"01";"021";"006";"KALIMANTAN TIMUR";"PASER";"BATU ENGAU";"RIWANG";"eyJpdiI6Ilp6RHBrYU5YT3cvMVliUHBGNEtuVnc9PSIsInZhbHVlIjoiNkVLMjVORSs5TmpzQkRMblkyeEZDUT09IiwibWFjIjoiMzJkZDBiY2ZkMWIyZTExYTA3YTQzNmE0NDJhM2Y1NjBlMTVkNjJkYzVlN2ZlMjAwMDE4YTYwMTMxMmUxNWFlMSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: Industri Produk Roti Dan Kue, Kategori: , KBLI: 10710]; [Kegiatan Usaha: -, Kategor...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6IjBTbVU0RXd6dmh0bEM1WFJMQUJsYUE9PSIsInZhbHVlIjoiVzNQOXBIS0c0Qk9iMDlQYU9ZOUhnUT09IiwibWFjIjoiNTFkMDgwZmE1NGQ2ZWJkOGNiOWZmZmIwNTcyMDJhZjMzZDE0YzMzMzkwNjljNzlhYzk5YjQ3YTQzMTM1YjYzNCIsInRhZyI6IiJ9";"1";"False";"False";"False";"-224.650.666.666.667";"11.631.606";"invalid";"adib.tamtama";"";""
"31548723";"MEGA RIANDALU";"KELUANG PASER JAYA";"6401050013";"64";"01";"050";"013";"KALIMANTAN TIMUR";"PASER";"KUARO";"KELUANG PASER JAYA";"eyJpdiI6Ik1oYzIvT1FVK1dabWh5dDRXTWxLUWc9PSIsInZhbHVlIjoib1ZTb0RmTWttQXMvTlErak9QL3lBZz09IiwibWFjIjoiNTIwYjNjNjJmMDk0NmU2YjA3ZDhhOThjNjk0NGEzYzU4YTNkOTFhZGVmMWNjNmU5MzVlYjViNGJjNzkyNWNkMCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: Penyediaan Sumber Daya Manusia dan Manajemen Fungsi Sumber Daya Manusia, Kategori: ...";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"29154625";"RAYYANI ZAIDAH";"Jalan Perum Korpri Tapius RT. 19 Blok A1 No. 1A";"6401040015";"64";"01";"040";"015";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TAPIS";"eyJpdiI6IlVIVFdRTGVadWhIeW1mUGNMUEptYVE9PSIsInZhbHVlIjoiM2FiSlJielZ3Q1M3WmRGOG1aMGJSQT09IiwibWFjIjoiMDY0ZTNkNzcyNjFlOGNmMWZmMzgwMTdmZDM1ZDNlOTJmMjRkMmMzY2MwNmY2NGVkZTRkZTY3N2MxM2VkMDI4NiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 55900]; [Kegiatan Usaha: Penyediaan Akomodasi Lainnya, Katego...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"28566811";"HERYADI";"JL. JENDRAL SUDIRMAN";"6401050002";"64";"01";"050";"002";"KALIMANTAN TIMUR";"PASER";"KUARO";"KUARO";"eyJpdiI6IkFiVHZVTURKcktiR3JSSjIyRkNRbnc9PSIsInZhbHVlIjoiV2g2SnBXTlUyN2VLaTJ5b0I0MTNkUT09IiwibWFjIjoiOWQ5MGFhMjUwNzA3Zjc4YTI3MzM1NGMyYmJhN2QzMDM2YzJkZWM1Njg5MGE4ZjljNjM0MDU2OGNmOGVjZGY2MyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 95120]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"27555737";"MUJAMIL";"SANGKURIMAN";"6401030004";"64";"01";"030";"004";"KALIMANTAN TIMUR";"PASER";"PASIR BELENGKONG";"SANGKURIMAN";"eyJpdiI6IkJhNklySGlwWHpoZnI2OHNCb1FxOUE9PSIsInZhbHVlIjoiTzQ0ZldaRU12QWNXVzRscXJNRlozZz09IiwibWFjIjoiMTU2ODY1MzllYmEwMjUwNmU3YTMyOTJhYWFjZDdmZmEwNDY2ZjRhMjZmYzRhZjVhYjJmZjE5Y2MzNGUwZDczNiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: Aktivitas Desain Konten Kreatif Lainya, Kategori: , KBLI: 74149]; [Kegiatan Usaha: ...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"27342080";"MAHDA AGUSTINA";"Jalan Tanjung Raya Turunan SDN 012 Batu sopang rumah warna Pink";"6401010011";"64";"01";"010";"011";"KALIMANTAN TIMUR";"PASER";"BATU SOPANG";"BATU KAJANG";"eyJpdiI6IjdlZ0U5NXFOM1dyWUh1RmRTWUFiNkE9PSIsInZhbHVlIjoiUmM0WHJUN0JIQUtKTGZhSlBvR08zZz09IiwibWFjIjoiNzRmZDZlYjg4OTUzM2RiYWNhM2E0NTViYTYwYThjOWZlZDZlMjk1MWZlMWFiZjE3MmMxZDZiMjc2ZDE4ZmIwNyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 46421]; [Kegiatan Usaha: Perdagangan Besar Alat Tulis Dan Gam...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"29433980";"JASLI";"MUARA TELAKE";"6401080001";"64";"01";"080";"001";"KALIMANTAN TIMUR";"PASER";"LONG KALI";"MUARA TELAKE";"eyJpdiI6IitEVU1EUnQxTnZPcWR6b3hhWlRjNHc9PSIsInZhbHVlIjoiT2hENHNCeGNJQUdCQnlOUFRNaEE1QT09IiwibWFjIjoiMGI5ZTQxNWM5ODMyYTY5NDM0M2M2ZDA1ZDYyMGM5Nzc2MGQ3M2Q1ZmU1ZWI5NGY0MDMzMTBjN2M0YWQ1MzVhYSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: Penangkapan Pisces/Ikan Bersirip Di Laut, Kategori: , KBLI: 03111]; [Kegiatan Usaha...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"27915636";"DAHLIA";"Jl Untung Suropati Rt 10";"6401040009";"64";"01";"040";"009";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"JONE";"eyJpdiI6IlhoVlNJL2t3RWtjUmlpVzF2bEY4bkE9PSIsInZhbHVlIjoiVjNZamdxQ29MY0VFN1VEaHNwa2RxUT09IiwibWFjIjoiMTgzNzBkMmVmYjNkZTUyOTVjZGZlOTM2MjM5OGI1NjdjYWM1YTFiMTVmZTk3NjRjMzkxN2RjYjFkNTNhMDgzMCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 11040]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6Ijlsb0N1dEg2M2VpL2xpcGNraXkxSkE9PSIsInZhbHVlIjoiMTBBU1pPcWgwZ3ppNjVxbUpsOVNoZz09IiwibWFjIjoiZTQxYWJhNzk5ZmE2M2RkYThlNDFhNDk5ZTJiMTEyYWI4ZDI0MjIyMDQ5MTQzN2VkMzhmZDE3ZmE0ZjU2NjEwOCIsInRhZyI6IiJ9";"1";"True";"True";"False";"-1.90152";"116.200814";"valid";"raka.prawira";"";""
"27975526";"FITRIANI";"JL.NEGARA";"6401050004";"64";"01";"050";"004";"KALIMANTAN TIMUR";"PASER";"KUARO";"RANGAN";"eyJpdiI6IlBNV1ZBWlkwUWhVd3c5M3I0RlNzRGc9PSIsInZhbHVlIjoiaU9jN2tjN3hTVXMrNkZKQ1I3ZENRZz09IiwibWFjIjoiNjU0OTk5YjY3MGJhMGYzOTJhNmI4NjUzZjM1ODVkNGU5NzVjNTdmNzQ0NDJiNzIzNGQyYTM2NjA4MmNlZDZiOSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 01262]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"28598050";"TOKO ROSMIATI";"MUARA PASIR";"6401040011";"64";"01";"040";"011";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"MUARA PASIR";"eyJpdiI6ImllSFE4LzRKblBhUi95YmtLQVN3K3c9PSIsInZhbHVlIjoielg1TWJQR3VPKzJVRjBiRWtSaExhdz09IiwibWFjIjoiZTMxZWFiNTZiZjRkY2ExYWRkZjkzNTFlNmU2MDAyZDgwNTRjYTYyNDZhY2NjYTk0OGQwNjllMmYzZTlhODU0YyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: D, KBLI: 35302]";"";"";"2025-12-07";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"28117586";"ABD MASHUR";"LONG KALI RT. 016";"6401080006";"64";"01";"080";"006";"KALIMANTAN TIMUR";"PASER";"LONG KALI";"LONG KALI";"eyJpdiI6Im5JT0hDVk1odEw3cXNXbkZ1U0N5d3c9PSIsInZhbHVlIjoiWUFEQm11ekYwT1ZSSkRPWlNuMmFqUT09IiwibWFjIjoiNDVmNzA3OGJkYzRjYmM2NDliNGI4OWUyYjBmYmEwMWI0NjhlMTk0MDk5ZTdiNzcyZWQ5MzIyY2UxMjBiOWFiOSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 01262]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6IjJJMTEvT1FGZlhKSTk5bld1VURNaXc9PSIsInZhbHVlIjoiLzR6eGV2MGZFZDZkcG1CQitTVHg2Zz09IiwibWFjIjoiMTZhYTdjMTI3YTM3ZWIzZGVhOTEzNmM3YTFjYzMyODQ5N2M1Nzc3YmE4MGFhZjVjYmEzNDRiOWIyMTU1NTY5NyIsInRhZyI6IiJ9";"1";"True";"True";"False";"-1.51851";"116.316413";"valid";"raka.prawira";"";""
"26649377";"MARIA GORETI MARLINA NILU";"Krayan Sentosa RT 03";"6401060010";"64";"01";"060";"010";"KALIMANTAN TIMUR";"PASER";"LONG IKIS";"KRAYAN SENTOSA";"eyJpdiI6IkNWbXMzZmZ3YlpXb3NNaVAyV3lSc2c9PSIsInZhbHVlIjoiWG91ak4xdm42NnUvVFhveks5blNMZz09IiwibWFjIjoiYjUxMjEwMjcyZmUyYjU5NmRhYmIxMjAxNzFkNzVlZDlmNTYyYzQ0YzEyOTRmNzU4ZTA0NTBhOTVlN2ZlNjFlNyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 47112]; [Kegiatan Usaha: Perdagangan Eceran Berbagai Macam Ba...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6InB2cUt2d0xWV2ZiQVdDbWdIVEZYZ1E9PSIsInZhbHVlIjoiRENMUmNrcTFIMUFvSzBlVkR5ZjMxUT09IiwibWFjIjoiZTcyM2E5YzdhNGMxYTY4NjUzNTRiYTcxYmNhNGE0MDNlYzAyMmVjNjIzNjFhYWVhYjI5ZDQwNzI2YjJmYmEwMiIsInRhZyI6IiJ9";"1";"False";"False";"False";"-1.60170713905245";"116.260938914493";"valid";"hairuddin";"";""
"30038800";"NONA ARIYANI";"MODANG";"6401050005";"64";"01";"050";"005";"KALIMANTAN TIMUR";"PASER";"KUARO";"MODANG";"eyJpdiI6InpaVURRSFhMOTdhQWQyVG40RUM5TEE9PSIsInZhbHVlIjoiVlRHU3h1bVhmbE83UDh4T0N6YVF2QT09IiwibWFjIjoiMzZhNjU4NDFjOTRlOWQ3ODdjOTE3MTBiOTI1MzcxYjE3OWM0YzczM2NmYjI4YjA1NThmNmFmN2M2YWRkOGJlNyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 46202]; [Kegiatan Usaha: Perdagangan Besar Buah Yang Mengandu...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"30611944";"MUHAMMAD AKBAR YUSUF";"JL KANDILO BAHARI";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6ImhGUVloRE1OL21KNkxnMWJLY2g0N3c9PSIsInZhbHVlIjoiTFhjZTBSWnJUaXVYTTFoekRsN0NJQT09IiwibWFjIjoiMTJmYzk4YzUxMzEzMGI0YjYxZDdjMGMwM2U5ZmE3NWZmMDI4OWYxOTkyMDI0NTBhNDQ3NGVlN2YzM2YyNTI3NSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 47112]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"29776776";"DAPOER MOM'S NACHO <Nuraini>";"Jln. KiHajar Dewantara, Gang H. Lukman Rt. 003 Rw 005";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6Imd0enZNYUZjQjhLajRQcm90UENWaVE9PSIsInZhbHVlIjoiditRUHp2V0FSc0k4aXZOK2ZCSWtXQT09IiwibWFjIjoiNmE5MWQ4NTMxMDNhNmQ0NjZmODM5YWIxYWU5ODA2OTA4NDNkNGVkYjlkN2EzMzkzYjZmNzA1MTIzY2I3YjQwYSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 10710]; [Kegiatan Usaha: -, Kategori: -, KBLI: 10793]; [Kegia...";"";"";"2025-12-07";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6IllrSG9QV2w0c09hVDJYUGNVbXc0TEE9PSIsInZhbHVlIjoiMS9UMnlGTWpEa09VOVVVWUwrRjk1UT09IiwibWFjIjoiZjkwNzUzZmVjZjZkMWQ2ZmQ2NTJlZDA4YjBiYjhkY2QxZTBmMzFmZTI0ZDUyZjlhNTkzNzg0MWRjZjg2Njc4YSIsInRhZyI6IiJ9";"1";"True";"True";"False";"-1.91821";"116.191961";"valid";"raka.prawira";"";""
"30206283";"EGGY BAGUS SEPTYARTO";"LONG KALI";"6401080006";"64";"01";"080";"006";"KALIMANTAN TIMUR";"PASER";"LONG KALI";"LONG KALI";"eyJpdiI6IlY0SWMxYTZlME1ndDVQVmNSQWRrR3c9PSIsInZhbHVlIjoiSTVlSnhOM2xjYzA1cWtjTUM2SmhlQT09IiwibWFjIjoiMmZkNDhmNWMwMjE2YzE3NDg4ZTBlNzhkNGY1YmZkYjFiNmQ4YzY5MGJkMGY3ODdjNTI4YWRhZDgwNmI4OGMxOCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 01262]; [Kegiatan Usaha: Perkebunan Buah Kelapa Sawit, Katego...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6Ik8zUXhPM295L0s1V25rVTViM3g2T2c9PSIsInZhbHVlIjoiV3o4QUZkdW9TMGdsY2VYK0c0Z0JCQT09IiwibWFjIjoiNjRmOTUzMWJjZDkyZWJhYjEzZjBkNzljMWQyZDY3YjgxNzc1NjFjMzU2MzZlYjU3NjBjODJhYjA0ZWZlNDVmYSIsInRhZyI6IiJ9";"1";"True";"True";"False";"-1.834593664";"115.9264942";"valid";"raka.prawira";"";""
"29978387";"HAPPY WAHYU PRATAMA";"jl. Mendik Rt 005 / Rw.000";"6401080008";"64";"01";"080";"008";"KALIMANTAN TIMUR";"PASER";"LONG KALI";"MENDIK";"eyJpdiI6IlNPSlowTnNGLzZFcUxJZ1lGakVBQlE9PSIsInZhbHVlIjoiOFp6SmxZQWN3UTdhQU5FQU9KRFpFUT09IiwibWFjIjoiOGExNzczZGYwY2U3YmEyYzRiZWIzYWY0N2EwYTVhZTg0MWI2MmQzYzEzYjBlNzZlNTJkZWU2YTA3ZDM5Y2QwMCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 47112]; [Kegiatan Usaha: Perdagangan Eceran Berbagai Macam Ba...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6ImpxandyQ3JrUGpMM21aVVEvYnZUUnc9PSIsInZhbHVlIjoiZllpRjkxc3QzSXpWWDM4L1ZEdENaQT09IiwibWFjIjoiYTVlMmE3YzAwMWFjNWQ4NTE1NGRmYmJkZjZhZjNlYTIxZjQxYjAyMDVhZTViMmFkMmY0MjUxZDllNjE1OWZjMSIsInRhZyI6IiJ9";"1";"False";"False";"False";"-1.45172985";"116.315268483333";"valid";"hairuddin";"";""
